[30-May-2020 09:09:01 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 09:27:47 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 09:27:47 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 09:27:47 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 09:27:47 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 09:27:47 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 13:07:50 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 13:07:50 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 13:07:50 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 13:07:50 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 13:08:01 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 20:03:10 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 20:03:10 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[31-May-2020 20:03:10 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 09:47:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
[01-Jun-2020 09:47:22 Africa/Nairobi] PHP Warning:  mysqli::__construct(): (HY000/2002): No such file or directory in /home/standard_digital/httpdocs/sg_ussd/sendFeedback.php on line 7
